protocol_type,service,flag,src_bytes,dst_bytes,class,risk_score,ThreatCategory,Priority,anomaly_pred
tcp,echo,S0,0,0,anomaly,16.357408,Informational,P4-Low,0
tcp,http,SF,216,2498,normal,4.033567,Informational,P4-Low,0
tcp,http,SF,244,268,normal,4.504073,Informational,P4-Low,0
udp,domain_u,SF,44,44,normal,13.159706,Informational,P4-Low,0
tcp,link,REJ,0,0,anomaly,43.181054,Low,P3-Medium,0
tcp,telnet,S0,0,0,anomaly,28.951994,Low,P3-Medium,0
tcp,other,REJ,0,0,anomaly,71.580045,Medium,P2-High,1
tcp,netbios_ssn,S0,0,0,anomaly,13.055822,Informational,P4-Low,0
icmp,ecr_i,SF,1032,0,anomaly,21.985787,Informational,P4-Low,0
icmp,eco_i,SF,8,0,anomaly,38.175834,Low,P3-Medium,0
tcp,ftp_data,SF,5336,0,normal,15.011981,Informational,P4-Low,0
tcp,http,SF,488,10161,normal,15.156377,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,14.793717,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,19.188531,Informational,P4-Low,0
tcp,http,SF,328,413,normal,17.484923,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,19.761986,Informational,P4-Low,0
tcp,ftp_data,SF,383,0,normal,15.644864,Informational,P4-Low,0
tcp,http,SF,242,362,normal,3.427765,Informational,P4-Low,0
icmp,eco_i,SF,30,0,normal,24.848618,Informational,P4-Low,0
tcp,private,RSTR,1,0,anomaly,70.65508,Medium,P2-High,1
tcp,ftp_data,SF,12,0,normal,17.505732,Informational,P4-Low,0
tcp,finger,S0,0,0,anomaly,36.793963,Low,P3-Medium,0
tcp,exec,S0,0,0,anomaly,14.727004,Informational,P4-Low,0
tcp,http,SF,241,429,normal,1.608316,Informational,P4-Low,0
tcp,http,SF,298,784,normal,7.378922,Informational,P4-Low,0
tcp,telnet,SF,573,293300,normal,40.447388,Low,P3-Medium,0
tcp,ssh,S0,0,0,anomaly,17.038015,Informational,P4-Low,0
tcp,courier,REJ,0,0,anomaly,42.91724,Low,P3-Medium,0
tcp,http,SF,265,7065,normal,7.758437,Informational,P4-Low,0
tcp,http,SF,315,1622,normal,5.100803,Informational,P4-Low,0
tcp,http,SF,217,1042,normal,0.603856,Informational,P4-Low,0
tcp,supdup,S0,0,0,anomaly,15.590431,Informational,P4-Low,0
tcp,supdup,REJ,0,0,anomaly,38.983717,Low,P3-Medium,0
tcp,private,S0,0,0,anomaly,19.179101,Informational,P4-Low,0
udp,domain_u,SF,45,45,normal,16.217383,Informational,P4-Low,0
tcp,http,SF,207,765,normal,2.633526,Informational,P4-Low,0
icmp,ecr_i,SF,520,0,anomaly,50.53598,Medium,P2-High,1
udp,private,SF,1,0,anomaly,32.785358,Low,P3-Medium,0
tcp,other,REJ,0,0,anomaly,82.930039,Critical,P1-Critical,1
tcp,ldap,S0,0,0,anomaly,13.421683,Informational,P4-Low,0
tcp,http,SF,208,524,normal,0.044685,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,18.613186,Informational,P4-Low,0
tcp,http,SF,323,866,normal,5.304304,Informational,P4-Low,0
tcp,ftp,S0,0,0,anomaly,16.670147,Informational,P4-Low,0
tcp,supdup,S0,0,0,anomaly,29.103148,Low,P3-Medium,0
tcp,http,SF,190,365,normal,1.189662,Informational,P4-Low,0
tcp,http,SF,194,1274,normal,6.232479,Informational,P4-Low,0
tcp,http_443,REJ,0,0,anomaly,39.029,Low,P3-Medium,0
tcp,http,SF,54540,8314,anomaly,39.895859,Low,P3-Medium,0
tcp,csnet_ns,S0,0,0,anomaly,18.724341,Informational,P4-Low,0
tcp,http,SF,250,2296,normal,2.221983,Informational,P4-Low,0
tcp,discard,RSTO,0,0,anomaly,46.747026,Low,P3-Medium,0
tcp,uucp,S0,0,0,anomaly,16.119421,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,13.748191,Informational,P4-Low,0
tcp,gopher,S0,0,0,anomaly,15.346677,Informational,P4-Low,0
tcp,nnsp,S0,0,0,anomaly,14.124887,Informational,P4-Low,0
tcp,http,S0,0,0,anomaly,33.666909,Low,P3-Medium,0
icmp,eco_i,SF,30,0,normal,23.726012,Informational,P4-Low,0
tcp,http_443,REJ,0,0,anomaly,70.566427,Medium,P2-High,1
tcp,Z39_50,S0,0,0,anomaly,18.041743,Informational,P4-Low,0
tcp,http,SF,316,334,normal,2.746696,Informational,P4-Low,0
udp,other,SF,146,0,normal,29.286955,Low,P3-Medium,0
tcp,private,S0,0,0,anomaly,30.821055,Low,P3-Medium,0
tcp,http,SF,280,1288,normal,3.281072,Informational,P4-Low,0
tcp,http,RSTR,54060,2920,anomaly,41.281757,Low,P3-Medium,0
tcp,finger,S0,0,0,anomaly,20.782895,Informational,P4-Low,0
tcp,http,SF,279,602,normal,1.702764,Informational,P4-Low,0
tcp,http,SF,299,72748,normal,18.512624,Informational,P4-Low,0
icmp,eco_i,SF,8,0,anomaly,34.119134,Low,P3-Medium,0
tcp,http,SF,283,1346,normal,0.629568,Informational,P4-Low,0
tcp,http,SF,196,6194,normal,11.410441,Informational,P4-Low,0
tcp,http,SF,327,1357,normal,4.447777,Informational,P4-Low,0
tcp,http,SF,311,2936,normal,0.762432,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,13.647356,Informational,P4-Low,0
tcp,ftp_data,SF,2881,0,normal,22.684011,Informational,P4-Low,0
tcp,smtp,SF,742,329,normal,21.654567,Informational,P4-Low,0
tcp,http,SF,197,1422,normal,4.059906,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,13.824761,Informational,P4-Low,0
tcp,ftp,RSTO,0,61,anomaly,72.726757,Medium,P2-High,1
tcp,http,S0,0,0,anomaly,36.657383,Low,P3-Medium,0
tcp,http,SF,340,2431,normal,3.586359,Informational,P4-Low,0
udp,domain_u,SF,88,0,normal,23.117577,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,13.70839,Informational,P4-Low,0
tcp,http,SF,330,1024,normal,0.119853,Informational,P4-Low,0
icmp,eco_i,SF,30,0,normal,36.273287,Low,P3-Medium,0
icmp,eco_i,SF,8,0,anomaly,37.044927,Low,P3-Medium,0
tcp,smtp,SF,793,332,normal,22.047747,Informational,P4-Low,0
tcp,ftp,SF,1502,4152,normal,53.661898,Medium,P2-High,1
tcp,private,S0,0,0,anomaly,13.844771,Informational,P4-Low,0
tcp,smtp,RSTO,0,0,anomaly,42.576303,Low,P3-Medium,0
tcp,http,SF,207,786,normal,3.796385,Informational,P4-Low,0
tcp,private,REJ,0,0,anomaly,70.489789,Medium,P2-High,1
tcp,name,S0,0,0,anomaly,12.112212,Informational,P4-Low,0
icmp,eco_i,SF,8,0,anomaly,36.94033,Low,P3-Medium,0
tcp,smtp,SF,11716,1459,normal,27.976831,Low,P3-Medium,0
icmp,eco_i,SF,18,0,anomaly,49.454833,Low,P3-Medium,1
tcp,ftp_data,SF,641,0,normal,12.998571,Informational,P4-Low,0
udp,private,SF,1,0,anomaly,29.328399,Low,P3-Medium,0
tcp,http,SF,203,495,normal,0.72701,Informational,P4-Low,0
tcp,link,REJ,0,0,anomaly,41.67953,Low,P3-Medium,0
tcp,smtp,SF,1637,328,normal,27.522665,Low,P3-Medium,0
icmp,eco_i,SF,8,0,anomaly,33.516155,Low,P3-Medium,0
tcp,http,S1,54540,4380,anomaly,45.407705,Low,P3-Medium,0
tcp,uucp,S0,0,0,anomaly,14.892204,Informational,P4-Low,0
tcp,Z39_50,REJ,0,0,anomaly,45.973082,Low,P3-Medium,0
tcp,private,RSTR,0,0,anomaly,53.023309,Medium,P2-High,1
tcp,http,SF,288,1604,normal,2.213478,Informational,P4-Low,0
udp,other,SF,113,0,normal,27.452644,Low,P3-Medium,0
tcp,ftp_data,S0,0,0,anomaly,39.261345,Low,P3-Medium,0
udp,domain_u,SF,43,43,normal,15.117636,Informational,P4-Low,0
tcp,private,REJ,0,0,anomaly,36.708851,Low,P3-Medium,0
tcp,http,SF,213,188,normal,0.103928,Informational,P4-Low,0
tcp,domain,S0,0,0,anomaly,19.696386,Informational,P4-Low,0
tcp,http,SF,201,566,normal,3.053374,Informational,P4-Low,0
tcp,imap4,S0,0,0,anomaly,14.092298,Informational,P4-Low,0
udp,private,SF,28,0,anomaly,56.991811,Medium,P2-High,1
tcp,smtp,SF,667,387,normal,39.183874,Low,P3-Medium,0
tcp,klogin,S0,0,0,anomaly,12.914451,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,15.824436,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,14.554819,Informational,P4-Low,0
tcp,http,SF,180,1745,normal,0.383318,Informational,P4-Low,0
tcp,csnet_ns,REJ,0,0,anomaly,41.501122,Low,P3-Medium,0
tcp,other,REJ,0,0,anomaly,74.134336,Medium,P2-High,1
tcp,http,SF,307,288,normal,9.837815,Informational,P4-Low,0
tcp,http,SF,196,18700,normal,13.093399,Informational,P4-Low,0
udp,domain_u,SF,44,73,normal,11.137606,Informational,P4-Low,0
udp,other,SF,516,4,normal,32.610646,Low,P3-Medium,0
tcp,pop_3,SF,35,130,normal,25.045001,Low,P3-Medium,0
tcp,Z39_50,S0,0,0,anomaly,21.319441,Informational,P4-Low,0
tcp,http,SF,215,1492,normal,1.229163,Informational,P4-Low,0
tcp,netstat,S0,0,0,anomaly,13.41289,Informational,P4-Low,0
udp,domain_u,SF,91,0,normal,28.918946,Low,P3-Medium,0
icmp,urp_i,SF,78,0,normal,34.249375,Low,P3-Medium,0
tcp,private,REJ,0,0,anomaly,70.489789,Medium,P2-High,1
tcp,http,SF,200,672,normal,3.254722,Informational,P4-Low,0
tcp,http,SF,313,2531,normal,3.549042,Informational,P4-Low,0
tcp,http,SF,253,370,normal,0.103928,Informational,P4-Low,0
tcp,imap4,S0,0,0,anomaly,13.795371,Informational,P4-Low,0
tcp,http,SF,227,24786,normal,9.757989,Informational,P4-Low,0
tcp,http,SF,156,876,normal,2.829864,Informational,P4-Low,0
tcp,efs,S0,0,0,anomaly,22.222724,Informational,P4-Low,0
tcp,nntp,S0,0,0,anomaly,22.718453,Informational,P4-Low,0
tcp,smtp,SF,1019,327,normal,7.481097,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,13.499305,Informational,P4-Low,0
udp,other,SF,145,105,normal,39.410624,Low,P3-Medium,0
tcp,private,S0,0,0,anomaly,14.393938,Informational,P4-Low,0
udp,domain_u,SF,44,69,normal,22.183798,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,15.676872,Informational,P4-Low,0
udp,domain_u,SF,45,128,normal,12.775014,Informational,P4-Low,0
tcp,http,SF,211,3376,normal,6.539415,Informational,P4-Low,0
tcp,http,SF,272,11744,normal,8.543034,Informational,P4-Low,0
tcp,http,SF,182,324,normal,8.548267,Informational,P4-Low,0
tcp,ftp_data,SF,201,0,normal,14.224532,Informational,P4-Low,0
tcp,telnet,S0,0,0,anomaly,30.029347,Low,P3-Medium,0
tcp,private,S0,0,0,anomaly,14.643015,Informational,P4-Low,0
tcp,nnsp,S0,0,0,anomaly,13.267372,Informational,P4-Low,0
tcp,netbios_dgm,S0,0,0,anomaly,17.042897,Informational,P4-Low,0
icmp,eco_i,SF,30,0,normal,35.700007,Low,P3-Medium,0
tcp,http,SF,312,3058,normal,1.952792,Informational,P4-Low,0
tcp,http,SF,239,4062,normal,3.989313,Informational,P4-Low,0
tcp,gopher,RSTR,1,0,anomaly,66.544498,Medium,P2-High,1
tcp,ftp_data,SF,201,0,normal,19.239809,Informational,P4-Low,0
tcp,http,SF,213,775,normal,2.699698,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,12.550432,Informational,P4-Low,0
tcp,private,REJ,0,0,anomaly,40.946914,Low,P3-Medium,0
icmp,ecr_i,SF,1032,0,anomaly,20.699974,Informational,P4-Low,0
icmp,eco_i,SF,8,0,anomaly,33.349134,Low,P3-Medium,0
tcp,nntp,S0,0,0,anomaly,12.343961,Informational,P4-Low,0
icmp,eco_i,SF,8,0,anomaly,37.805159,Low,P3-Medium,0
tcp,private,S0,0,0,anomaly,32.799276,Low,P3-Medium,0
tcp,ftp_data,SF,203,0,normal,13.216199,Informational,P4-Low,0
tcp,http,SF,196,1292,normal,2.450691,Informational,P4-Low,0
udp,domain_u,SF,43,69,normal,14.436514,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,17.120156,Informational,P4-Low,0
tcp,ftp_data,SF,567,0,normal,25.433374,Low,P3-Medium,0
tcp,http,REJ,0,0,normal,59.278579,Medium,P2-High,1
tcp,http,SF,323,278,normal,0.115036,Informational,P4-Low,0
tcp,http,SF,303,1380,normal,0.135504,Informational,P4-Low,0
tcp,http,SF,221,2705,normal,25.012324,Low,P3-Medium,0
tcp,smtp,SF,2599,485,normal,38.345974,Low,P3-Medium,0
tcp,http,SF,271,583,normal,2.271616,Informational,P4-Low,0
tcp,http,S0,0,0,anomaly,61.743723,Medium,P2-High,1
tcp,http,SF,198,1111,normal,1.729399,Informational,P4-Low,0
icmp,eco_i,SF,30,0,normal,26.758769,Low,P3-Medium,0
tcp,http,SF,300,1042,normal,0.055787,Informational,P4-Low,0
tcp,http,SF,196,7203,normal,3.510861,Informational,P4-Low,0
tcp,http,SF,245,14884,normal,19.437802,Informational,P4-Low,0
tcp,http,SF,373,3040,normal,0.762432,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,12.701491,Informational,P4-Low,0
udp,domain_u,SF,46,112,normal,24.72531,Informational,P4-Low,0
udp,domain_u,SF,44,132,normal,17.523817,Informational,P4-Low,0
tcp,http,SF,247,10366,normal,4.886125,Informational,P4-Low,0
tcp,smtp,SF,848,329,normal,21.115348,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,14.583598,Informational,P4-Low,0
tcp,http_443,S0,0,0,anomaly,13.317544,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,12.995093,Informational,P4-Low,0
udp,other,SF,516,4,normal,45.070463,Low,P3-Medium,0
tcp,finger,SF,10,273,normal,16.460336,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,19.048543,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,12.157697,Informational,P4-Low,0
tcp,http,S0,0,0,normal,34.694315,Low,P3-Medium,0
tcp,vmnet,S0,0,0,anomaly,29.71022,Low,P3-Medium,0
tcp,http,SF,284,500,normal,5.998406,Informational,P4-Low,0
tcp,http,SF,337,10541,normal,5.264492,Informational,P4-Low,0
tcp,http,SF,321,2333,normal,3.741816,Informational,P4-Low,0
icmp,ecr_i,SF,1032,0,anomaly,56.658739,Medium,P2-High,1
tcp,ctf,S0,0,0,anomaly,15.903606,Informational,P4-Low,0
tcp,ctf,S0,0,0,anomaly,18.676372,Informational,P4-Low,0
tcp,login,S0,0,0,anomaly,19.135818,Informational,P4-Low,0
tcp,klogin,REJ,0,0,anomaly,41.766295,Low,P3-Medium,0
tcp,private,S0,0,0,anomaly,15.186079,Informational,P4-Low,0
tcp,smtp,S0,0,0,anomaly,18.832112,Informational,P4-Low,0
icmp,ecr_i,SF,1032,0,anomaly,45.309198,Low,P3-Medium,0
tcp,private,S0,0,0,anomaly,16.684424,Informational,P4-Low,0
tcp,telnet,SF,137,1609,normal,28.677322,Low,P3-Medium,0
tcp,http,SF,345,713,normal,8.323525,Informational,P4-Low,0
tcp,http,SF,236,1215,normal,7.543065,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,13.180912,Informational,P4-Low,0
udp,domain_u,SF,44,130,normal,12.485566,Informational,P4-Low,0
udp,domain_u,SF,30,0,normal,33.019351,Low,P3-Medium,0
tcp,ftp_data,S0,0,0,anomaly,26.006281,Low,P3-Medium,0
icmp,ecr_i,SF,64,0,normal,26.17677,Low,P3-Medium,0
tcp,ldap,REJ,0,0,anomaly,43.175363,Low,P3-Medium,0
tcp,http,SF,229,830,normal,0.044685,Informational,P4-Low,0
tcp,http,SF,176,3871,normal,4.392929,Informational,P4-Low,0
udp,domain_u,SF,37,37,normal,30.334274,Low,P3-Medium,0
tcp,finger,S0,0,0,anomaly,22.282123,Informational,P4-Low,0
udp,private,SF,1,0,anomaly,51.831855,Medium,P2-High,1
tcp,http,SF,235,1028,normal,8.025679,Informational,P4-Low,0
tcp,finger,S0,0,0,anomaly,16.15625,Informational,P4-Low,0
udp,domain_u,SF,46,78,normal,12.019522,Informational,P4-Low,0
udp,private,SF,105,0,normal,21.766798,Informational,P4-Low,0
tcp,http,SF,236,9142,normal,2.6457,Informational,P4-Low,0
tcp,http,SF,338,5759,normal,7.95169,Informational,P4-Low,0
tcp,netstat,S0,0,0,anomaly,19.732148,Informational,P4-Low,0
tcp,hostnames,S0,0,0,anomaly,16.240131,Informational,P4-Low,0
tcp,smtp,SF,1331,331,normal,15.291462,Informational,P4-Low,0
tcp,Z39_50,S0,0,0,anomaly,21.56133,Informational,P4-Low,0
tcp,ftp_data,SF,172,0,normal,15.259987,Informational,P4-Low,0
tcp,finger,SF,9,140,normal,20.610843,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,15.775206,Informational,P4-Low,0
tcp,http,SF,253,1977,normal,2.350013,Informational,P4-Low,0
tcp,http,SF,209,2061,normal,4.156173,Informational,P4-Low,0
tcp,http,SF,195,377,normal,3.357414,Informational,P4-Low,0
tcp,http,S0,0,0,anomaly,17.710065,Informational,P4-Low,0
tcp,nntp,RSTO,0,0,anomaly,40.89877,Low,P3-Medium,0
tcp,http,SF,190,14358,normal,9.507426,Informational,P4-Low,0
tcp,http,SF,328,16319,normal,11.149658,Informational,P4-Low,0
icmp,eco_i,SF,8,0,anomaly,36.945868,Low,P3-Medium,0
tcp,http,SF,240,416,normal,5.611335,Informational,P4-Low,0
tcp,vmnet,S0,0,0,anomaly,21.965819,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,21.172307,Informational,P4-Low,0
tcp,systat,S0,0,0,anomaly,13.90297,Informational,P4-Low,0
tcp,smtp,SF,942,331,normal,26.370101,Low,P3-Medium,0
tcp,netbios_ssn,S0,0,0,anomaly,14.806631,Informational,P4-Low,0
tcp,remote_job,RSTOS0,0,0,anomaly,71.317404,Medium,P2-High,1
tcp,uucp,S0,0,0,anomaly,15.208676,Informational,P4-Low,0
tcp,http,SF,247,4815,normal,2.341845,Informational,P4-Low,0
tcp,http,SF,319,498,normal,0.055787,Informational,P4-Low,0
tcp,private,REJ,0,0,anomaly,42.124248,Low,P3-Medium,0
tcp,nnsp,S0,0,0,anomaly,12.019633,Informational,P4-Low,0
tcp,ldap,S0,0,0,anomaly,14.536582,Informational,P4-Low,0
tcp,http,REJ,0,0,normal,53.648407,Medium,P2-High,1
tcp,private,S0,0,0,anomaly,13.014476,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,16.579829,Informational,P4-Low,0
tcp,whois,S0,0,0,anomaly,16.794606,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,19.036769,Informational,P4-Low,0
tcp,hostnames,S0,0,0,anomaly,14.729877,Informational,P4-Low,0
tcp,private,REJ,0,0,anomaly,41.141095,Low,P3-Medium,0
udp,private,SF,28,0,anomaly,55.434096,Medium,P2-High,1
tcp,imap4,S0,0,0,anomaly,17.821984,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,13.889447,Informational,P4-Low,0
tcp,http,SF,158,4030,normal,5.112787,Informational,P4-Low,0
udp,domain_u,SF,44,133,normal,19.182319,Informational,P4-Low,0
tcp,sunrpc,S0,0,0,anomaly,13.523603,Informational,P4-Low,0
tcp,http,SF,216,4435,normal,4.015603,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,13.781429,Informational,P4-Low,0
udp,other,SF,146,105,normal,40.864009,Low,P3-Medium,0
tcp,supdup,S0,0,0,anomaly,16.667245,Informational,P4-Low,0
tcp,http,SF,277,398,normal,4.427665,Informational,P4-Low,0
icmp,eco_i,SF,18,0,anomaly,32.981835,Low,P3-Medium,0
tcp,http,SF,319,879,normal,2.254554,Informational,P4-Low,0
tcp,bgp,REJ,0,0,anomaly,42.546775,Low,P3-Medium,0
tcp,http,SF,300,2239,normal,4.310054,Informational,P4-Low,0
tcp,http,REJ,0,0,normal,52.30434,Medium,P2-High,1
tcp,private,S0,0,0,anomaly,33.718363,Low,P3-Medium,0
udp,domain_u,SF,44,135,normal,11.645466,Informational,P4-Low,0
tcp,smtp,SF,1490,407,normal,16.177438,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,12.022427,Informational,P4-Low,0
tcp,http,SF,242,342,normal,4.464266,Informational,P4-Low,0
tcp,smtp,SF,3007,334,normal,32.335799,Low,P3-Medium,0
tcp,private,S0,0,0,anomaly,14.328852,Informational,P4-Low,0
tcp,http,SF,317,667,normal,0.055787,Informational,P4-Low,0
tcp,http,SF,202,6489,normal,4.040701,Informational,P4-Low,0
udp,domain_u,SF,43,133,normal,20.392462,Informational,P4-Low,0
tcp,http,SF,323,188,normal,5.092085,Informational,P4-Low,0
udp,domain_u,SF,48,42,normal,24.257024,Informational,P4-Low,0
tcp,netstat,S0,0,0,anomaly,11.95348,Informational,P4-Low,0
tcp,http,SF,206,49083,normal,26.906763,Low,P3-Medium,0
tcp,http,SF,304,1976,normal,13.100406,Informational,P4-Low,0
tcp,http,SF,332,887,normal,8.871187,Informational,P4-Low,0
tcp,ftp,RSTO,0,0,anomaly,45.414779,Low,P3-Medium,0
tcp,X11,SF,7665876,1281000,normal,56.57066,Medium,P2-High,1
tcp,http,SF,161,9533,normal,6.89577,Informational,P4-Low,0
tcp,http,SF,229,2524,normal,0.645645,Informational,P4-Low,0
tcp,http,SF,207,1350,normal,3.063823,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,11.495404,Informational,P4-Low,0
tcp,http,REJ,0,0,normal,51.757508,Medium,P2-High,1
icmp,eco_i,SF,8,0,anomaly,37.383136,Low,P3-Medium,0
tcp,http,SF,233,2593,normal,2.296719,Informational,P4-Low,0
udp,domain_u,SF,44,44,normal,15.393537,Informational,P4-Low,0
tcp,netstat,S0,0,0,anomaly,14.884965,Informational,P4-Low,0
tcp,telnet,S1,90,2832,normal,63.410596,Medium,P2-High,1
udp,private,SF,207,0,anomaly,24.39101,Informational,P4-Low,0
tcp,http,SF,238,9257,normal,6.284206,Informational,P4-Low,0
tcp,http,SF,215,863,normal,1.421602,Informational,P4-Low,0
tcp,private,REJ,0,0,anomaly,40.162115,Low,P3-Medium,0
udp,domain_u,SF,41,126,normal,29.969877,Low,P3-Medium,0
udp,domain_u,SF,46,81,normal,15.348295,Informational,P4-Low,0
tcp,http,SF,274,313,normal,13.141093,Informational,P4-Low,0
tcp,http,SF,263,3625,normal,3.263553,Informational,P4-Low,0
icmp,eco_i,SF,8,0,anomaly,37.901414,Low,P3-Medium,0
tcp,http,SF,263,1630,normal,2.446972,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,16.268739,Informational,P4-Low,0
tcp,private,REJ,0,0,anomaly,60.729183,Medium,P2-High,1
icmp,eco_i,SF,18,0,anomaly,24.652866,Informational,P4-Low,0
tcp,http,SF,214,860,normal,6.270863,Informational,P4-Low,0
tcp,sql_net,S0,0,0,anomaly,15.18821,Informational,P4-Low,0
tcp,http,REJ,0,0,normal,58.153124,Medium,P2-High,1
tcp,private,S0,0,0,anomaly,13.418584,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,16.624426,Informational,P4-Low,0
tcp,ftp_data,SF,59,0,normal,14.816977,Informational,P4-Low,0
tcp,http,SF,212,882,normal,0.603856,Informational,P4-Low,0
tcp,time,S0,0,0,anomaly,16.210456,Informational,P4-Low,0
tcp,http,SF,54540,8314,anomaly,48.019258,Low,P3-Medium,0
udp,private,SF,100,0,anomaly,24.35344,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,10.823473,Informational,P4-Low,0
tcp,http,SF,318,1002,normal,3.674823,Informational,P4-Low,0
tcp,supdup,REJ,0,0,anomaly,42.266022,Low,P3-Medium,0
tcp,smtp,SF,1521,368,normal,27.501613,Low,P3-Medium,0
tcp,http,SF,176,497,normal,10.434001,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,33.833165,Low,P3-Medium,0
udp,domain_u,SF,42,42,normal,13.221382,Informational,P4-Low,0
tcp,private,REJ,0,0,anomaly,49.631825,Low,P3-Medium,1
tcp,kshell,REJ,0,0,anomaly,42.070442,Low,P3-Medium,0
tcp,http,SF,242,13278,normal,6.923352,Informational,P4-Low,0
icmp,eco_i,SF,8,0,anomaly,38.510185,Low,P3-Medium,0
tcp,private,S0,0,0,anomaly,32.426481,Low,P3-Medium,0
tcp,http,SF,244,976,normal,0.044685,Informational,P4-Low,0
tcp,http,SF,228,6860,normal,4.629368,Informational,P4-Low,0
tcp,smtp,SF,2972,371,normal,26.23415,Low,P3-Medium,0
udp,private,SF,105,146,normal,34.791012,Low,P3-Medium,0
tcp,private,S0,0,0,anomaly,14.158285,Informational,P4-Low,0
tcp,http,SF,327,1817,normal,0.282423,Informational,P4-Low,0
tcp,private,REJ,0,0,anomaly,37.573176,Low,P3-Medium,0
tcp,http,SF,208,1187,normal,1.886202,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,13.658485,Informational,P4-Low,0
udp,domain_u,SF,44,76,normal,11.647549,Informational,P4-Low,0
tcp,http,SF,340,649,normal,4.862321,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,16.971478,Informational,P4-Low,0
tcp,ftp_data,SF,3482,0,normal,16.029802,Informational,P4-Low,0
udp,other,SF,146,105,normal,39.193112,Low,P3-Medium,0
tcp,smtp,SF,794,330,normal,13.068681,Informational,P4-Low,0
tcp,http,SF,304,3222,normal,2.621081,Informational,P4-Low,0
tcp,domain,S0,0,0,anomaly,18.080036,Informational,P4-Low,0
tcp,http,REJ,0,0,normal,54.409065,Medium,P2-High,1
tcp,http,SF,232,1707,normal,1.809216,Informational,P4-Low,0
tcp,ldap,S0,0,0,anomaly,17.139157,Informational,P4-Low,0
tcp,ftp_data,SF,12,0,normal,13.824878,Informational,P4-Low,0
tcp,auth,SF,10,35,normal,38.560933,Low,P3-Medium,0
tcp,http,SF,215,12884,normal,5.452068,Informational,P4-Low,0
udp,other,SF,147,0,normal,47.093692,Low,P3-Medium,0
tcp,http,SF,217,5399,normal,3.214007,Informational,P4-Low,0
tcp,http_443,S0,0,0,anomaly,35.410508,Low,P3-Medium,0
tcp,http,SF,301,18376,normal,11.431055,Informational,P4-Low,0
tcp,http,SF,201,926,normal,5.270236,Informational,P4-Low,0
tcp,other,SF,10389,0,normal,43.049888,Low,P3-Medium,0
tcp,smtp,SF,1113,370,normal,27.288798,Low,P3-Medium,0
tcp,http,SF,184,1831,normal,8.516181,Informational,P4-Low,0
udp,domain_u,SF,34,34,normal,27.479313,Low,P3-Medium,0
tcp,http,SF,54540,8314,anomaly,38.331209,Low,P3-Medium,0
tcp,http,SF,176,460,normal,1.481599,Informational,P4-Low,0
tcp,efs,S0,0,0,anomaly,15.717635,Informational,P4-Low,0
icmp,eco_i,SF,8,0,anomaly,40.618735,Low,P3-Medium,0
tcp,http,SF,295,1688,normal,0.282423,Informational,P4-Low,0
tcp,http,SF,332,12343,normal,5.070974,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,18.217795,Informational,P4-Low,0
tcp,private,REJ,0,0,anomaly,36.654447,Low,P3-Medium,0
tcp,http,SF,257,7143,normal,11.778809,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,11.15562,Informational,P4-Low,0
tcp,http,SF,249,1154,normal,2.483123,Informational,P4-Low,0
tcp,http,SF,313,1404,normal,25.610164,Low,P3-Medium,0
tcp,private,RSTR,1,0,anomaly,65.288635,Medium,P2-High,1
tcp,http,SF,219,2828,normal,1.939095,Informational,P4-Low,0
